EmployeeId,Age,Ageband,Gender,Department,JobRole,BusinessTravel,MaritalStatus,TenureBand,YearsInCurrentRole,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,MonthlyIncome,OverTime,Attrition,AttritionFlag,YearsAtCompany
1307,39,35-44,Female,Research & Development,Manager,Travel_Rarely,Divorced,10+ Years,9,2,2,3,4,3,3,17123,true,false,0,19
1308,58,55+, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,2,3,3,1,4,3,3,2372,false,false,0,2
1309,32,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,4,3,3,4,1,3,3,4883,false,true,1,10
1310,39,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,1,3,1,3,3,3904,false,true,1,5
1311,30,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,2,2,4,1,1,3,3,4627,false,false,0,9
1312,36,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,3,3,4,1,3,3,7094,false,false,0,7
1314,46,45-54,Female,Human Resources,Human Resources,Travel_Rarely,Single,5-10 Years,6,3,1,4,3,4,3,3423,false,false,0,7
1315,28,25-34,Female,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,8,1,4,3,1,3,3,6674,false,false,0,9
1317,50,45-54,Female,Research & Development,Research Director,Travel_Rarely,Married,3-5  Years,2,3,1,4,2,3,3,16880,true,false,0,3
1318,40,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,4,2,2,4,3,3,3,9094,true,true,1,5
1319,52,45-54, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,3,2,2,3,2,3,8446,true,true,1,8
1321,30,25-34,Female,Research & Development,Manager,Travel_Rarely,Married,5-10 Years,1,3,1,2,4,3,4,11916,true,false,0,9
1322,39,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,7,3,3,1,1,3,3,4534,false,false,0,8
1324,31,25-34,Female,Sales,Sales Executive,Non-Travel,Divorced,10+ Years,8,3,3,4,1,2,3,9852,true,false,0,10
1329,41,35-44, Male,Sales,Sales Executive,Non-Travel,Single,10+ Years,2,1,2,3,1,3,3,6151,false,false,0,19
1331,31,25-34,Female,Sales,Sales Representative,Travel_Frequently,Single,3-5  Years,2,3,2,4,1,4,3,2302,true,true,1,3
1333,44,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,3,1,1,3,4,3,2362,false,true,1,3
1334,42,35-44, Male,Research & Development,Manager,Non-Travel,Married,10+ Years,8,3,3,3,4,2,3,17861,true,false,0,20
1336,55,55+,Female,Research & Development,Manager,Travel_Rarely,Married,10+ Years,9,1,3,4,4,3,3,19187,false,false,0,19
1338,56,55+, Male,Human Resources,Manager,Travel_Rarely,Single,5-10 Years,3,3,2,4,1,3,3,19717,false,false,0,7
1340,40,35-44, Male,Research & Development,Research Scientist,Non-Travel,Divorced,3-5  Years,2,3,3,3,2,3,3,3544,false,false,0,4
1344,34,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,7,3,4,4,4,2,3,8500,false,false,0,9
1346,40,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,8,3,4,3,3,3,3,4661,false,false,0,9
1349,41,35-44,Female,Sales,Sales Executive,Travel_Frequently,Divorced,5-10 Years,3,3,1,3,4,3,3,4103,false,false,0,9
1350,35,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,6,3,3,3,2,3,3,4249,true,false,0,9
1352,51,45-54, Male,Human Resources,Manager,Travel_Rarely,Divorced,10+ Years,9,3,2,3,2,3,3,14026,true,false,0,33
1355,38,35-44,Female,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,3,1,2,4,3,3,6893,false,false,0,7
1356,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,8,3,1,3,4,4,3,6125,false,false,0,10
1358,25,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,3,4,4,3,2,3,3669,false,false,0,3
1360,58,55+,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,9,2,1,3,4,2,3,10008,true,true,1,10
1361,40,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,3,2,2,3,3,4,2387,false,false,0,4
1362,36,35-44,Female,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,7,4,1,1,4,2,3,4639,false,false,0,15
1363,48,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,10+ Years,9,3,4,4,3,3,3,7898,false,false,0,10
1364,27,25-34,Female,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,0,4,4,3,2,3,3,2534,false,false,0,1
1367,51,45-54,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,2,2,2,4,2,2,3,13142,false,false,0,5
1368,18,<25,Female,Research & Development,Laboratory Technician,Non-Travel,Single,<1Year,0,3,4,4,3,4,3,1611,false,false,0,0
1369,35,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,7,2,4,4,2,3,3,5363,false,false,0,9
1371,27,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,2,1,4,4,2,3,4,5071,false,false,0,6
1372,55,55+, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,7,4,3,1,3,2,3,13695,true,true,1,19
1373,56,55+, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,16,3,2,4,1,3,3,13402,true,false,0,19
1374,34,25-34,Female,Research & Development,Research Scientist,Non-Travel,Divorced,5-10 Years,4,2,3,1,3,3,4,2029,false,false,0,5
1375,40,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,10+ Years,11,4,3,2,2,3,4,6377,false,false,0,12
1377,34,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,7,3,3,2,1,3,3,5429,false,false,0,8
1379,31,25-34,Female,Sales,Sales Representative,Travel_Frequently,Single,1-3 Years,0,2,4,3,3,4,3,2785,false,true,1,1
1380,35,35-44,Female,Sales,Sales Executive,Travel_Frequently,Married,3-5  Years,2,3,3,4,3,2,3,4614,true,true,1,4
1382,38,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,3-5  Years,2,4,3,4,4,3,3,2610,false,false,0,4
1383,34,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,10+ Years,11,3,4,3,4,4,3,6687,false,false,0,14
1387,28,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,3,2,1,3,3,3,3,4724,false,false,0,5
1389,31,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,2,3,3,4,4,2,3,6179,true,true,1,10
1390,39,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,2,4,1,4,4,3,6120,true,false,0,5
1391,51,45-54, Male,Sales,Sales Executive,Travel_Frequently,Married,3-5  Years,2,3,2,2,2,3,3,10596,false,false,0,4
1392,41,35-44,Female,Research & Development,Research Scientist,Travel_Frequently,Divorced,5-10 Years,2,3,4,4,1,2,3,5467,true,false,0,6
1394,37,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,4,3,3,3,4,3,3,2996,true,false,0,6
1395,33,25-34, Male,Sales,Sales Executive,Travel_Frequently,Married,5-10 Years,4,3,4,2,1,4,3,9998,false,false,0,5
1396,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,3,2,3,1,2,3,4078,true,false,0,3
1397,39,35-44, Male,Research & Development,Healthcare Representative,Non-Travel,Married,5-10 Years,4,3,3,3,2,3,4,10920,false,false,0,6
1399,25,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,4,3,1,2,2,3,6232,false,false,0,3
1401,52,45-54,Female,Research & Development,Manufacturing Director,Travel_Frequently,Married,5-10 Years,3,4,3,4,2,2,3,13247,true,false,0,5
1402,43,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Single,10+ Years,7,2,3,1,1,1,3,4081,true,false,0,20
1403,27,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,2,4,4,4,3,3,5769,true,false,0,6
1405,27,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,3,4,4,3,3,2394,true,true,1,8
1407,26,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,3,2,4,1,4,3,3,3904,false,false,0,4
1408,42,35-44,Female,Human Resources,Manager,Travel_Rarely,Married,10+ Years,7,3,1,3,3,3,3,16799,false,false,0,20
1409,52,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,4,3,1,3,3,1,3,2950,false,false,0,5
1411,37,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,3,3,1,1,3,3,3629,false,false,0,3
1412,35,35-44, Male,Research & Development,Manufacturing Director,Travel_Frequently,Single,1-3 Years,2,3,4,3,3,3,3,9362,false,false,0,2
1415,25,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,3,4,1,2,2,3,3229,false,false,0,3
1417,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,7,4,1,3,4,3,3,3578,false,false,0,7
1419,29,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Single,10+ Years,9,2,1,2,1,2,3,7988,false,false,0,10
1420,49,45-54, Male,Research & Development,Laboratory Technician,Travel_Frequently,Single,3-5  Years,3,2,1,1,1,3,4,4284,false,true,1,4
1421,29,25-34,Female,Research & Development,Healthcare Representative,Travel_Frequently,Single,5-10 Years,7,3,4,3,1,3,3,7553,true,true,1,8
1422,54,45-54,Female,Research & Development,Research Director,Travel_Rarely,Single,10+ Years,7,3,4,4,4,2,3,17328,false,false,0,20
1423,58,55+,Female,Research & Development,Research Director,Travel_Rarely,Married,5-10 Years,8,3,1,4,3,3,4,19701,true,false,0,9
1424,55,55+, Male,Research & Development,Research Director,Travel_Rarely,Divorced,5-10 Years,7,4,4,2,4,4,3,14732,false,false,0,7
1425,36,35-44,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,4,3,2,1,4,3,3,9278,true,false,0,5
1427,31,25-34,Female,Sales,Sales Representative,Travel_Frequently,Single,1-3 Years,0,1,3,2,2,3,3,1359,false,true,1,1
1428,30,25-34,Female,Sales,Sales Executive,Travel_Rarely,Divorced,3-5  Years,2,3,1,4,2,3,3,4779,false,false,0,3
1430,31,25-34,Female,Research & Development,Research Director,Travel_Rarely,Single,3-5  Years,2,3,2,1,3,4,3,16422,false,false,0,3
1431,34,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,3-5  Years,3,3,1,4,3,3,3,2996,false,false,0,4
1433,31,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,2,2,1,3,4,3,1261,false,true,1,1
1434,27,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,0,3,1,2,2,4,3,2099,false,false,0,5
1435,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,4,2,4,1,3,2,3,5810,false,false,0,10
1436,36,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,2,2,1,3,1,2,3,5647,false,false,0,3
1438,47,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,5,3,4,1,3,2,3,3420,false,false,0,6
1439,25,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,3-5  Years,2,2,1,1,1,3,3,4400,false,true,1,3
1440,37,35-44, Male,Research & Development,Laboratory Technician,Non-Travel,Single,5-10 Years,5,4,3,3,1,1,3,3500,false,false,0,6
1441,56,55+,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,3,1,1,4,4,4,2066,false,false,0,3
1443,47,45-54,Female,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,17,3,3,1,2,4,3,17169,false,false,0,20
1445,24,<25,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,3,3,4,3,3,3,4162,true,false,0,5
1446,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,3,3,4,4,3,2,3,9204,false,false,0,4
1447,34,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,4,2,2,4,1,2,3,3294,false,false,0,5
1448,41,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,4,3,2,1,2,3,2127,true,false,0,4
1449,40,35-44, Male,Research & Development,Laboratory Technician,Non-Travel,Divorced,5-10 Years,7,3,3,3,3,4,3,3975,false,false,0,8
1453,31,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,7,3,4,1,1,3,3,10793,false,false,0,13
1457,46,45-54, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,3,4,1,1,4,3,10096,false,true,1,7
1458,39,35-44,Female,Research & Development,Laboratory Technician,Non-Travel,Single,1-3 Years,0,2,1,1,2,4,4,3646,true,true,1,1
1459,31,25-34,Female,Research & Development,Manufacturing Director,Travel_Frequently,Single,10+ Years,8,4,2,3,1,3,3,7446,false,true,1,10
1460,45,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,7,1,1,2,2,3,3,10851,true,false,0,7
1461,31,25-34,Female,Human Resources,Human Resources,Travel_Rarely,Single,3-5  Years,2,4,2,4,4,3,3,2109,false,false,0,3
1464,31,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,1-3 Years,2,3,4,2,3,1,3,3722,true,true,1,2
1465,45,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,1,3,4,2,4,4,3,9380,true,false,0,3
1466,48,45-54, Male,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,2,3,1,3,1,3,3,5486,false,false,0,2
1467,34,25-34,Female,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,2,3,3,1,4,3,3,2742,false,true,1,2
1468,40,35-44, Male,Research & Development,Research Director,Non-Travel,Divorced,5-10 Years,8,2,2,4,3,3,3,13757,false,false,0,9
1469,28,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,4,3,1,4,4,3,3,8463,false,false,0,5
1471,44,35-44, Male,Research & Development,Laboratory Technician,Non-Travel,Single,5-10 Years,2,2,3,3,4,3,3,3162,false,false,0,5
1472,53,45-54, Male,Research & Development,Research Director,Travel_Rarely,Single,5-10 Years,8,4,2,4,2,2,3,16598,false,false,0,9
1473,49,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,3-5  Years,2,3,3,1,2,2,3,6651,false,false,0,3
1474,40,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,3-5  Years,1,3,3,3,3,4,3,2345,false,false,0,3
1475,44,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,2,4,3,2,3,3420,false,false,0,5
1477,33,25-34, Male,Sales,Sales Executive,Travel_Frequently,Married,3-5  Years,3,3,1,4,1,3,3,4373,false,false,0,4
1478,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,9,1,1,4,4,3,3,4759,false,false,0,13
1479,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,1-3 Years,1,3,3,4,3,2,3,5301,false,false,0,2
1480,42,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,10+ Years,9,3,4,1,3,3,3,3673,false,false,0,12
1481,44,35-44,Female,Sales,Sales Executive,Travel_Frequently,Married,1-3 Years,0,3,3,1,3,2,3,4768,false,false,0,1
1482,30,25-34, Male,Research & Development,Research Scientist,Non-Travel,Divorced,1-3 Years,0,3,3,3,2,2,3,1274,false,false,0,1
1483,57,55+, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,9,4,3,2,1,2,4,4900,false,false,0,12
1484,49,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,7,3,2,3,2,3,3,10466,false,false,0,8
1485,34,25-34, Male,Research & Development,Research Director,Travel_Frequently,Divorced,10+ Years,8,3,1,2,4,2,3,17007,false,false,0,14
1486,28,25-34, Male,Sales,Sales Representative,Travel_Frequently,Married,3-5  Years,2,3,3,1,4,4,3,2909,false,true,1,3
1487,29,25-34,Female,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,3,3,2,1,1,1,3,5765,false,true,1,5
1489,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,9,2,2,1,3,4,4,4599,true,true,1,15
1492,35,35-44, Male,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,0,3,3,4,1,3,3,2404,false,false,0,1
1494,24,<25, Male,Research & Development,Laboratory Technician,Travel_Frequently,Single,<1Year,0,3,1,2,3,2,3,3172,true,true,1,0
1495,24,<25,Female,Sales,Sales Representative,Non-Travel,Married,1-3 Years,0,3,2,4,3,3,3,2033,false,false,0,1
1496,44,35-44, Male,Research & Development,Manufacturing Director,Travel_Frequently,Single,1-3 Years,2,3,3,2,2,2,3,10209,true,false,0,2
1497,29,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,7,2,3,3,3,3,3,8620,false,false,0,10
1499,30,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Divorced,5-10 Years,3,3,3,3,1,4,4,2064,false,false,0,5
1501,55,55+, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,3-5  Years,2,3,3,4,2,3,3,4035,true,false,0,3
1502,33,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,4,2,2,1,4,3,3,3838,false,false,0,5
1503,47,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,3,3,3,3,2,3,4591,true,false,0,5
1504,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Single,<1Year,0,2,1,3,3,2,3,2561,false,true,1,0
1506,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,0,2,3,1,4,1,3,1563,false,false,0,1
1507,28,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,3-5  Years,2,3,1,3,4,3,3,4898,false,false,0,4
1509,49,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,3-5  Years,2,2,1,3,1,3,4,4789,false,false,0,3
1513,29,25-34,Female,Research & Development,Laboratory Technician,Travel_Frequently,Married,3-5  Years,2,3,2,4,3,3,3,3180,false,false,0,3
1514,28,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,6,1,2,3,2,2,3,6549,false,false,0,8
1515,33,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,<1Year,0,3,3,4,1,3,3,6388,true,false,0,0
1516,32,25-34, Male,Research & Development,Manager,Travel_Rarely,Single,5-10 Years,2,3,4,3,2,4,4,11244,false,false,0,5
1520,54,45-54,Female,Research & Development,Manager,Travel_Frequently,Divorced,10+ Years,9,3,4,2,1,3,4,16032,false,false,0,14
1522,29,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,7,2,1,1,3,1,3,2362,false,true,1,9
1523,44,35-44, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,6,3,1,4,3,4,3,16328,false,false,0,20
1525,39,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,1-3 Years,0,3,2,2,4,3,3,8376,false,false,0,2
1527,46,45-54,Female,Sales,Manager,Travel_Rarely,Married,10+ Years,12,3,2,3,4,4,3,16606,false,false,0,13
1529,35,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,10+ Years,8,2,2,4,4,1,3,8606,false,false,0,11
1533,23,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,3,3,3,1,2,3,3,2272,false,false,0,4
1534,40,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,4,3,1,4,2,1,3,2018,false,true,1,5
1535,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,9,2,3,4,4,3,3,7083,true,false,0,10
1537,31,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,2,3,3,4,1,1,3,4084,false,true,1,7
1539,50,45-54, Male,Research & Development,Research Director,Travel_Frequently,Single,10+ Years,6,1,4,3,4,3,3,14411,true,false,0,32
1541,34,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,10+ Years,10,3,3,2,2,3,4,2308,true,false,0,11
1542,42,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,2,2,3,2,3,3,4841,false,false,0,1
1543,37,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,8,3,4,1,1,3,3,4285,false,false,0,10
1544,29,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,7,1,1,3,3,3,3,9715,false,false,0,7
1545,33,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,3,2,2,4,4,3,3,4320,false,false,0,5
1546,45,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,4,3,4,4,4,3,4,2132,false,false,0,5
1547,42,35-44, Male,Research & Development,Healthcare Representative,Travel_Frequently,Married,10+ Years,8,3,4,4,3,1,3,10124,true,false,0,20
1548,40,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,3,1,1,4,4,3,5473,false,false,0,8
1549,33,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,14,3,3,2,2,3,3,5207,true,false,0,15
